Y,X1,X2,X3,X4
479.7426398,2.336285036,-13.94443099,1006.854221,0.07750103
376.6342535,2.994634825,-81.81905392,332.9861314,-1.016247981
504.0518301,2.582081114,-184.3861894,427.742173,0.567617036
530.1459257,2.987259601,19.91710962,389.2332466,0.322390463
491.546336,2.373908939,273.4780343,421.4442951,0.508051766
551.0367154,3.05323186,-171.3687956,358.3993516,0.523748229
103.7138305,2.93477314,-298.9733796,1057.393655,-1.09143135
586.849528,2.858464522,32.31923862,876.5925298,0.006791606
356.9011223,2.385615307,31.18276405,443.3837861,-1.019221716
455.7670991,2.372464447,-52.14187876,933.4379811,0.031569397
480.639217,2.652014609,230.2773708,315.0368802,0.133345425
443.6492066,2.774583348,-82.63697983,307.0260388,-0.028241065
455.8673973,2.413031702,41.28144551,354.0133848,0.397429349
509.0071085,2.888535861,-99.73988626,299.1353784,0.375671868
563.1635451,2.808506225,330.2115811,374.7771221,0.675751906
518.3320883,2.855576692,-86.32855591,912.9745187,-0.025469169
475.1601874,2.469840826,-47.5171032,447.3117146,0.302939464
406.3997532,2.67757267,54.47324272,903.621746,-1.108788671
297.1722799,2.352662529,-78.27291387,318.6038235,-0.835921909
720.0950956,2.560382462,930.8710956,948.4795786,-0.186728238
418.8849769,2.549792159,214.3854366,292.5425897,-1.038457316
424.7034686,2.331306327,-51.37096412,303.3003483,0.36166378
156.5387989,3.057736387,-327.9258046,895.1623457,-1.124484011
542.4207722,2.58108949,-312.1925593,968.6124351,0.414970907
126.54848,2.579217952,-270.8930988,1009.532568,-1.150712193
449.2012924,2.461728847,284.4540475,294.6339402,-0.027395527
782.5471656,2.660441327,939.2460307,915.8783931,0.662577307
543.3923997,2.528127926,-388.6134229,1054.299928,0.480129525
129.2930354,2.917415039,-325.2304668,1005.38291,-0.967367167
511.0115571,2.836124486,-7.567793798,373.9948598,0.374311305
405.7296637,2.674511221,-169.610584,309.6433416,-0.041156463
466.8208646,2.410639263,-97.80418154,377.9253916,0.529304153
726.1618902,2.808427993,-0.742222872,872.2802885,0.556926094
167.7728999,2.793508397,-344.2248778,961.1998912,-0.901353111
262.1815298,2.376453205,-81.93065237,894.5209003,-1.097895119
32.87845963,2.651850375,-284.7893087,905.9772158,-0.875748758
419.3798568,2.544616928,162.1212733,357.2817878,-0.909724831
261.3087288,2.430190656,-336.4333893,1017.805785,-0.019117018
538.6734536,2.726239203,344.5302154,359.9274691,0.584163474
419.8076831,2.386321633,-348.9259404,987.8552295,0.335466336
467.690443,2.838181542,-142.9783829,371.9282607,0.131092869
528.4268249,2.897913446,-58.47939312,995.3742187,-0.07275811
367.5222677,2.547449134,-4.784056347,284.5311554,-0.836759033
781.3199697,2.682825667,826.5292459,950.2749709,0.615857481
523.0876498,2.963624393,-269.9763949,925.7379223,0.189934459
495.9882813,2.842624332,51.75325302,307.7668083,0.198086392
716.0019341,2.583355847,834.845342,1020.452314,-0.908454453
403.0388852,2.630393279,82.03756615,373.1982911,-1.122493626
713.9975018,2.583633933,861.7641101,1012.734665,-1.126462822
295.5407961,2.340874874,-264.2117982,1052.480788,-0.038599444
451.0902314,2.314307196,261.7118069,396.015495,0.10265228
278.8712951,2.529559774,-89.71034135,883.1251758,-1.078260422
475.6262129,3.037321263,-291.4666025,946.3961222,0.084965922
464.966423,2.859950649,223.8183378,306.3670708,-0.935294035
517.2724115,2.651754011,326.0675721,320.3679297,0.488440746
466.6850182,2.367567344,-76.93498057,423.8974793,0.450644431
340.1986262,2.519294699,-14.15229138,1039.688827,-1.066268232
356.7975487,2.555320744,-9.179442706,401.9911851,-0.982874755
449.8460718,2.349939504,242.6978496,273.5977854,0.303733005
523.2211062,3.047845361,240.993229,296.6940447,-0.149093587
396.2548507,2.995509353,-12.68904353,947.3313283,-1.180314728
532.2167301,2.589883411,71.44255282,423.2738204,0.68544488
748.4718979,2.493467426,819.5134301,1012.421942,0.484492704
717.6148032,2.660156837,836.6597954,975.5477752,-0.846302887
696.0607369,2.320553604,60.59306319,925.5883194,0.699791143
469.2736106,2.364312128,172.1618643,376.4865221,0.462983803
443.1133683,2.602599609,91.23923044,343.1886553,-0.150389633
697.1388533,2.466868023,806.6535797,1055.797093,-1.1464878
402.705735,2.640641919,50.8849163,898.6867504,-1.061495713
460.5679531,2.33380072,-238.9775159,1007.712084,0.326889063
249.4246443,2.506170935,-368.6996306,1026.225915,-0.017076512
157.1625676,3.013971111,-283.4506387,976.5037049,-0.858029624
289.8690163,2.513562739,-69.03424585,404.2295885,-1.142436669
549.8840841,2.862765605,227.2382277,336.2746643,0.54392073
504.7925519,2.462618588,196.8236005,408.9193859,0.596146188
264.5082764,2.389474386,-95.39404031,316.8738485,-1.069880403
338.6442289,2.666762684,-53.26937091,391.1132405,-1.017429854
388.8178871,2.993283032,-353.0434719,1056.09097,0.011423635
486.1671345,3.058881999,85.89689449,1057.655428,-1.036194027
441.3293964,2.432167196,169.1898833,320.1612525,0.099013465
624.4254343,2.689095521,91.50862339,970.5144356,0.157133328
472.1820156,2.394152722,49.17498031,1019.324937,-0.149785507
688.5085309,2.360470828,-26.54281697,1016.2748,0.597947142
594.4979246,2.993433747,207.4169226,325.0027838,0.670995203
736.7103961,2.689983559,850.4401231,893.512186,0.199731792
509.6473038,2.468052183,195.9205064,321.7336361,0.674448071
422.9079798,2.797239935,22.06140601,861.1668649,-0.879569697
129.4794874,2.80631722,-241.4836672,974.6927177,-1.068383522
707.8313188,2.508207924,-19.48912159,918.0924983,0.644822919
713.5934939,2.655507447,799.789894,995.1723238,-1.009685749
452.2439971,2.632095982,-31.78273399,419.2884388,-0.058197502
247.4007566,2.331338043,-322.1742473,1011.57683,-0.028279006
499.9943305,2.951927757,-82.32766308,379.464723,0.185387386
452.2204083,2.414756742,76.8777877,435.9332959,-0.024404133
500.2535571,2.733123537,68.79990229,344.1312423,0.378481967
430.149561,2.457353391,-68.19048906,1057.497515,-0.105248087
355.3236793,2.497861651,-227.9802246,988.7396099,-0.039246641
336.6391673,2.362639076,-3.192296638,1004.068641,-0.944387563
685.168743,2.314349702,31.77129621,940.4703234,0.660539249
464.7953393,2.433448269,263.4288724,378.6182478,0.184785863
436.0871878,2.460658514,8.040807503,447.3987534,-0.187891935
729.3234256,2.727041305,795.9402396,926.0404485,-0.154420543
519.7927955,2.621603156,-43.63595249,310.086276,0.652026504
499.9876294,2.994256567,95.71277703,882.7861277,-0.86056133
706.1441038,2.517299013,865.9769947,906.0598328,0.041262528
719.9673646,2.616839181,771.6092073,941.5460324,-0.016049748
204.2501157,2.610525856,-389.5615695,1034.447101,-0.112127475
216.8948694,2.57758479,-188.1809375,321.6856373,-0.903637879
583.5812191,3.036673084,-26.32983167,405.3389182,0.676727118
353.7539878,2.367381661,45.32590646,990.1015271,-1.162204574
509.588396,2.494755341,163.6360874,440.2588536,0.532437291
478.4451554,2.817007998,-94.21550673,418.3710348,0.077740224
144.4693265,2.499343263,-382.9204338,948.9084326,-0.177063941
370.8438325,2.966442956,-95.96193636,444.3633334,-0.81847479
438.7919565,2.381609217,-340.8931608,1016.51013,0.360738289
438.7555667,2.535572429,315.9123609,319.2046434,-0.871127122
742.9804683,2.606222721,838.3178112,1019.251589,-0.021513755
533.1443251,2.464407601,-250.5606112,1041.70518,0.404204603
460.3762061,2.394186429,267.0087231,284.1464199,0.329344676
377.1377362,2.752086094,-21.97530441,385.9765797,-0.98458977
495.7600317,2.912080833,223.0065251,449.6027248,-1.076340152
456.1595592,2.527712128,249.9297556,434.4959785,-0.953884703
655.2156303,2.382192493,915.4284646,866.4145693,-1.064005517
551.8445719,2.469022584,-89.20446817,869.5574585,0.308247214
765.7542015,2.895527461,764.0427048,983.5701174,-0.172288411
404.1544022,2.459604276,170.9644425,303.7295825,-0.856658896
416.0032979,2.882827383,32.35523936,925.277627,-1.152973806
678.9482991,2.74503409,-306.5179946,884.7721014,0.562677601
373.2791272,2.442951961,50.74721483,308.4388115,-0.84064947
458.1560825,2.781218569,-9.049025925,361.6326481,-0.092900985
411.4740468,2.406230164,190.6598291,373.3167068,-0.94564672
489.1627026,2.571509431,20.16778769,906.6747536,-0.155015049
339.7430005,2.57551605,-69.49600785,310.5222245,-0.833080478
446.3617394,2.726568226,229.2837071,314.4708587,-1.031697727
413.7056558,2.521041131,211.2993558,314.0361608,-1.157775548
597.290749,3.004680504,260.162175,311.7190834,0.648360877
723.6660211,2.578989785,933.5760184,1020.093675,-1.145078537
684.6113721,2.317009334,792.8891481,981.2435865,0.007972902
436.4489844,2.697240092,-141.4336888,261.955348,0.120576695
490.2949259,2.396885885,4.948032788,402.895901,0.621808351
772.1696729,2.571772712,753.2239604,987.579524,0.658381851
439.0736715,2.440013451,-23.42631033,1031.069374,-0.166140325
444.0279238,2.366289438,-164.6962742,420.643054,0.351807944
735.9573436,2.655570368,-324.0322166,947.4344874,0.691862976
488.2306359,2.727250022,328.9001328,317.8123857,-0.101190328
476.4201841,3.019654291,-183.3688206,429.2644133,-0.015304865
309.078546,2.543321994,-88.54146386,390.9809371,-0.859728439
354.5225043,2.605443616,-48.8075718,352.7975035,-0.828332292
712.5076337,2.527042442,-63.63198427,940.4659736,0.642500446
524.9119226,2.970197564,236.6845427,359.4464886,0.096521595
227.4735555,2.553394454,-160.0331751,426.6804377,-0.957064031
744.037563,2.526074722,834.2138705,1012.957511,0.322725272
640.0297153,2.362923561,-216.5886503,910.6128576,0.603277812
773.7239686,2.635497053,905.3985811,999.3429705,0.500761368
358.6782799,2.669079791,-340.236918,964.7184089,0.081587631
546.0499562,3.057523426,-212.1993817,1039.759711,0.126174062
497.5162267,2.554502011,234.8169638,259.5597341,0.436425988
448.3402201,2.576901612,218.0956622,426.8960214,-1.144751839
322.1384755,2.334282676,-9.92236913,985.5808356,-1.010552823
513.7667584,2.626667303,325.5268277,372.5142528,0.487640208
395.2958769,2.80057599,-0.379102575,953.3024025,-1.005027738
721.3224608,2.369640101,922.319152,906.6335371,0.584694037
476.8713204,2.594529709,278.9588052,451.1125659,-0.841436088
490.1085879,2.52443838,44.99839227,360.4867926,0.542966316
537.7195519,2.940857115,271.7642898,257.0354911,0.183190075
430.4467512,2.366297536,-37.01594571,256.7830113,0.356199775
725.1103891,2.6296529,33.53635284,977.0363277,0.559210846
439.0503234,2.324419532,-28.52518783,385.0918645,0.333748188
725.1748259,2.718066326,-290.8227582,869.9715003,0.677267936
271.3130271,2.485157366,-90.08704688,1019.837007,-1.086720546
206.7153608,2.363142818,-340.2071673,973.5682299,-0.097556088
403.382626,2.356899163,-194.4741984,426.9186907,0.159662574
458.3048814,2.427221785,316.2719513,396.2215189,-0.186066472
314.9135058,2.445864728,-56.70572076,928.6011624,-0.885519749
510.9154178,2.755592845,-95.194535,273.4137414,0.496458322
450.6176872,2.477691476,289.5299137,334.8526629,-0.118529425
422.5147005,2.542606401,23.28426633,293.6404624,-0.092395757
54.18690037,2.335041207,-244.9331376,1051.876116,-0.956909213
781.5681622,2.641914082,845.07086,1014.441346,0.572359822
422.6335508,2.322782659,244.464213,260.9335503,-0.066650925
448.0202615,2.566019987,-34.73865583,347.4036328,0.19648128
139.3990686,2.489323689,-235.100116,1053.755533,-0.816156288
471.8147476,2.553429325,-68.66123055,862.9707712,-0.011372849
586.1876305,2.318707491,-12.44537716,881.9265212,0.412092036
457.0971137,2.388732315,315.5607863,364.0009782,0.134802508
764.0550783,2.811708642,71.27015371,884.2000172,0.659910408
747.3315561,2.907077387,-17.24601215,953.8787004,0.501098506
533.0925961,2.611881449,-227.039484,913.0603452,0.323243783
454.6712725,2.971493126,78.84714289,360.3959504,-0.888655737
694.4955982,2.596508894,-52.0245053,943.9920739,0.539061807
207.2465405,2.976455455,-251.3558859,1001.781796,-0.840116087
716.6829138,2.558792602,823.2324872,961.4870755,-0.109344113
497.0481079,2.622562635,231.9632998,268.6678936,0.349352553
450.9652304,3.005096211,75.00654527,368.8222051,-1.060570009
754.9473273,2.535144043,883.6498631,951.3050255,0.57969843
356.2919594,2.972972266,-306.4965962,1035.082722,-0.143465589
710.4514074,2.578936377,856.2097677,990.4841671,-0.913957187
427.5214873,2.467078066,-76.57096685,937.8563366,-0.103830578
296.9010371,2.57537981,-83.17943003,407.0686693,-1.038819369
531.2067266,2.662846258,-82.07761296,920.3906938,0.130386193
453.5914467,2.373723804,325.2702008,436.0316676,-0.800082974
591.6541958,2.317718644,74.70243519,962.2016308,0.328088589
387.1045965,2.675035783,44.14468557,322.5689131,-1.194537773
318.6662963,2.320113938,-38.20578376,354.3074637,-0.819664976
352.4978063,2.389025055,-157.3570442,340.2081762,-0.122700208
354.7163297,2.52477898,10.39236925,962.3748863,-1.114686042
740.309801,2.499069721,793.931187,981.7118957,0.462511977
508.2988146,2.870088064,233.6324942,255.1998836,-0.004605728
476.6344624,2.586434954,345.1707942,445.4250618,-1.187634185
730.3375384,2.670563168,875.7946208,1022.718238,-1.199104721
198.7572012,2.320228465,-151.3460955,381.3909421,-0.971434771
731.4611096,2.781013669,947.385354,931.6249062,-1.166405482
726.6537036,2.626317423,897.7646484,1020.124596,-1.143334808
622.4031048,2.866876915,81.06612145,889.161139,0.056077699
281.4565893,2.536472084,-306.756143,997.1374274,-0.095872762
830.6769743,2.850470569,908.9178848,1037.044008,0.670323923
493.4566128,2.396524354,-22.1614354,992.7936508,0.096003033
712.5247529,2.670233451,855.4049905,870.7195631,-0.152458689
735.7472617,2.778658564,825.6296876,1002.529359,-1.100432156
728.7691427,2.667274141,899.336926,984.0556244,-0.809097741
672.153474,2.841805735,-381.8076624,952.224216,0.52570753
491.1628286,2.82475746,3.154571627,400.3482938,0.116257959
683.4135962,2.352966493,939.201789,995.7137278,-1.163376743
446.2951597,2.677874147,70.1228132,270.4974963,-0.142189237
241.0962458,2.460516242,-354.6931075,1058.102243,-0.040797925
451.1327185,2.318360142,-124.0789428,417.263484,0.427627128
414.5034588,2.912529158,27.46125807,401.911825,-1.170463249
345.4408941,2.606110421,-71.82524048,265.7663098,-0.842610275
436.4844279,2.520813784,-42.28693822,434.5293085,-0.092381274
554.1866735,2.824079629,24.08503716,1047.640081,-0.086863963
789.4792438,2.990345612,790.7184761,982.0184493,0.00796673
438.5340906,2.960946534,36.07899824,973.3721664,-1.051448569
677.1207568,2.339763271,940.8488649,867.6003071,0.096948934
468.7803013,2.429856585,348.6685528,406.7948323,-0.0573177
480.5268089,2.616780703,-47.76476589,401.1436035,0.337923073
485.7273191,2.652983149,315.3996663,385.4399198,-0.076769237
307.9647003,3.051204193,-141.8148526,406.9663631,-1.089024512
411.0152964,2.375674056,-51.49673822,313.1720661,0.174673444
612.734973,2.84555315,-46.03767347,957.9238779,0.195896057
425.2382233,2.333172338,278.8732916,404.7493992,-1.132304815
758.0373438,2.622764838,929.1193052,1043.09532,-0.006997353
699.2883987,2.363632693,821.1844238,886.389496,0.458348386
537.5146922,2.826607657,-102.324073,305.0685765,0.591614446
758.6201808,2.839146239,-206.4594234,920.8807156,0.658387932
586.267143,2.51457166,-392.1954047,883.661582,0.53927781
765.5664145,2.690662909,924.7072913,1049.204075,-0.154689419
689.7600446,2.415082175,59.62834284,920.1618181,0.618256651
702.078639,2.350925765,782.495297,1058.585688,-0.154573465
195.0860918,2.511726289,-350.5600287,897.3519089,-0.178324463
397.5334086,2.855545763,0.187984751,453.0770563,-1.067201005
429.7899159,2.380300043,-28.64256068,890.70376,-0.14241968
459.6070205,2.37054427,249.4816569,415.3823937,0.015137137
337.5468088,2.401069767,-8.024984262,365.099071,-0.961591331
283.9514503,2.600515442,-109.7752417,261.9260123,-1.194482177
451.5086784,2.615308403,316.1772969,341.2866753,-0.870141272
362.8764089,2.409539209,-210.6168002,1007.526615,0.004039882
457.5314843,2.632210352,-4.71228853,402.6753023,0.009319623
467.0576078,2.396782113,215.9807958,330.0420108,0.436842069
537.5656894,2.707047096,25.09003038,884.0525542,-0.061340526
453.9473268,2.737950854,-19.6337258,389.4901927,-0.120337127
365.1091129,2.64503259,-293.2083643,915.3990478,0.029699822
586.9529339,2.796037952,-387.013693,936.2532197,0.443431984
554.8069231,2.864420515,-124.9896843,265.7150342,0.609997671
403.5891566,2.334136973,303.4429473,295.847134,-1.17201074
711.179575,2.343645023,852.4173301,888.2299647,0.588530771
261.4244289,2.38429973,-95.82990498,302.8983391,-1.112369056
274.991575,2.318014577,-338.0950041,953.8210407,0.075031699
76.25445726,2.373303447,-249.425176,979.0672837,-1.001311118
440.9834712,2.445278041,-119.4060182,364.3954173,0.342816062
371.9242599,2.370287384,-284.644828,1022.263832,0.177611678
478.0506832,2.755642822,-135.5036824,420.7603397,0.190458614
703.4440636,2.556539945,-334.5951413,1044.467619,0.621627705
343.341264,2.655645651,-258.2657872,875.2545779,-0.106029422
707.3270346,2.465527109,-259.2094338,989.9501966,0.672921279
498.0728045,2.604276515,-18.47611101,932.6457242,-0.052520111
445.9955909,2.770069307,-85.1748756,322.7207351,-0.005227024
395.8606518,2.555842987,-183.1483997,343.1752938,0.025295046
724.3296677,2.691223067,922.1963044,951.7947734,-0.935665562
685.4390763,2.435841977,781.6812156,919.640198,-0.055481177
340.5563005,2.519025201,-19.70087614,329.8691203,-1.072662069
579.8279565,2.95436397,346.2351408,418.5375488,0.644795934
479.1166241,2.38456165,259.6501783,451.8896811,0.099700504
548.3665311,2.898326168,-54.12561243,404.0186193,0.586987841
563.1487483,2.561166345,35.54498214,1031.943409,0.122335304
725.2170823,2.821058719,846.1800673,916.3320687,-0.926054487
756.8237485,2.877425779,770.481558,886.6789227,0.183646761
496.6300446,2.410380459,283.7791386,345.8849123,0.632520673
335.2838074,2.4105976,1.15511246,1051.611896,-1.077978754
537.6562838,2.908893018,273.06588,378.8773602,0.349049561
548.7629466,2.992328215,-12.97717679,420.7963785,0.459626663
432.6015511,2.594477349,-155.6694491,353.5868637,0.175709497
517.5482216,2.833472459,313.901775,267.0330833,0.108591322
267.525651,2.589131553,-393.2616414,1058.07624,-1.030298692
710.7556364,2.590570351,861.3661068,870.4610442,0.0848101
740.3754406,2.769484515,770.742568,936.1284583,-0.048995392
685.2642549,2.375280982,-56.44159289,942.6475493,0.643421447
766.3914734,2.86718642,83.92064925,1050.969462,0.453926281
436.9542888,2.525805381,319.5517129,326.1656233,-0.966887521
403.5349807,2.764421507,21.76167192,416.8754572,-1.008034528
510.7949573,2.831268793,-66.15163709,264.7204596,0.403378523
384.2829851,2.415086176,-258.3773247,1020.447403,0.143751142
484.967581,2.702846454,-156.9646948,385.1237088,0.397549241
675.2735352,2.450490677,16.89296806,938.9214437,0.542614898
424.9287021,2.888233168,-342.881659,1010.167778,0.118726315
664.9286092,2.987864761,45.73668732,936.6679862,0.154913872
463.5389242,2.320545392,-8.171731886,337.2628349,0.600098117
531.8263598,2.587144031,264.0511738,355.0545102,0.690652639
471.4225375,2.737176267,-7.148676766,388.0649421,0.068460415
731.4267913,2.609804641,810.2411173,940.8767715,0.180232637
768.0347331,2.747827389,764.6188612,890.6137395,0.532225911
521.6977796,2.823237871,-207.6508789,929.5831373,0.181427621
413.5590547,2.666343892,40.42764566,980.5074522,-0.902530018
532.6174988,2.785322343,205.7939881,384.0144657,0.507144364
619.5873201,2.362523587,-58.01698465,1032.221293,0.459637565
653.1468503,2.551168713,-234.7601942,893.0691533,0.56227724
573.6873624,2.82213887,276.691007,327.2225872,0.694439238
395.6881079,2.917226326,-37.81584287,286.7827052,-1.009396899
235.1561163,2.317275326,-92.9967957,436.6878912,-1.184100122
286.6829085,2.457859227,-90.22504064,1012.699136,-0.909628937
478.520856,2.80384229,-20.16131922,289.1250827,0.167910878
464.578579,2.445588837,316.572965,357.5331067,0.161845399
747.6712741,2.594220292,934.9096615,1036.091385,-0.16749889
764.6112187,2.723881934,774.2707309,899.2553826,0.517477997
397.4864011,2.815376655,-316.6155985,996.0472772,0.057155923
217.7938366,2.407761491,-327.1197263,929.2619008,-0.131407569
539.7121074,2.382427326,68.9666898,907.3609614,0.126610788
491.8658139,2.329319284,14.10964398,952.7818386,0.078122723
573.2324263,2.85061437,72.75311396,1045.422429,-0.1320643
470.9427103,2.376584707,-58.0722595,451.5881023,0.370174458
235.7500524,2.549853561,-364.6677591,972.5758461,-0.994528376
648.6363531,2.72033671,24.63378247,899.761432,0.310526157
707.6131168,2.49273651,776.9841273,932.3865455,0.165525401
303.079743,2.669823525,-296.6685665,1028.435515,-0.139252519
444.6251745,2.312472944,311.2585193,448.2943974,-1.111124828
466.5365169,2.508933062,-77.61547122,335.0585768,0.469724309
479.753541,3.029305389,208.2996068,308.2483758,-1.124644183
732.1907667,2.526275577,932.8270336,965.7221535,0.189572071
749.1753803,2.969822061,-315.1048138,1036.723061,0.542902954
370.3950373,2.814990501,-20.83913423,395.0450147,-1.1660381
753.4316201,2.498672394,859.4573268,1010.830517,0.521393368
334.3826509,2.330986721,14.16732678,1041.837391,-1.065832032
478.6743549,2.758982412,-57.44819798,995.7556683,-0.16735065
378.4585762,2.482668251,54.797184,341.0601802,-0.938431831
627.7605765,2.417123636,-3.925554383,935.0664562,0.436968561
419.7233024,2.355446628,-12.48815221,400.8360444,0.006901761
538.5920492,2.850093604,-195.6140354,348.0806833,0.62331222
754.706447,2.581437946,809.620972,902.7527038,0.607334059
484.4051886,2.906352037,263.013432,369.4509491,-0.870473373
776.130402,2.694935614,900.2608324,1013.259873,0.355545935
691.835098,2.442475891,37.68029954,986.5737587,0.555828087
395.8538149,2.961994529,-67.28676872,369.6613093,-0.837579306
431.2845037,2.453333869,6.155628195,416.0640972,-0.109075867
677.4746151,2.880921626,-63.55439695,905.8612503,0.366541003
548.6261076,2.738550173,-194.8615429,446.50287,0.688444265
370.9989046,2.322842575,-267.8560885,897.8021111,0.176492375
699.2717018,2.380646228,764.2569764,869.8937045,0.495650208
697.510959,2.36676712,931.8278049,1032.269635,-0.861859775
734.4964513,2.860079231,916.2223006,893.7663528,-0.828795657
401.23815,2.619023227,73.57662857,309.2905848,-0.903399017
303.7207603,2.378961988,-71.81417512,303.9192568,-0.876554996
443.3957107,2.40996829,315.7811099,327.093524,-0.114156117
801.5707943,2.900591902,848.4626262,1044.512609,0.133604662
219.3175162,2.65683026,-357.3956465,911.8802322,-0.991074087
287.0317025,2.419456206,-301.911557,1048.981729,-0.024821376
449.0792279,3.017178158,59.59719154,272.5643688,-0.937767051
380.3868083,2.365338068,-37.79595688,298.3294753,-0.144535247
485.0604916,3.008422093,258.0445591,288.5623378,-1.159335026
249.3425922,3.008000013,-186.4105396,383.8410808,-1.116835201
724.3838554,2.52911959,941.0744206,945.4124696,0.089698813
408.5894276,2.393042804,-14.62808532,411.5031558,-0.196681737
320.26542,2.764674035,-71.6001389,438.9084412,-1.157871927
286.7507466,2.71903923,-156.1876218,348.9517553,-0.830916837
675.8666877,2.491684514,901.8387675,897.6535234,-1.18732428
501.5409222,3.04232419,-70.91130398,413.4313679,-0.00434302
774.5785733,3.014443189,46.44339748,888.2113937,0.576426766
442.3911342,2.583171153,-72.29172573,403.6427548,0.037673165
404.7330337,2.342771525,12.26700946,313.1173307,0.053333387
